ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
613038;NA;NA;NA;NA;ATM statistics;Estadísticas ATM;NA;;NA;NA;NA;NA;NA;NA
613039;NA;NA;NA;NA;In Octets;In Octets;NA;;NA;NA;NA;NA;NA;NA
613040;NA;NA;NA;NA;Out Octets;Out Octets;NA;;NA;NA;NA;NA;NA;NA
613041;NA;NA;NA;NA;In Packets;In Packets;NA;;NA;NA;NA;NA;NA;NA
613042;NA;NA;NA;NA;Out Packets;Out Packets;NA;;NA;NA;NA;NA;NA;NA
613043;NA;NA;NA;NA;In ATM Cells;In ATM Cells;NA;;NA;NA;NA;NA;NA;NA
613044;NA;NA;NA;NA;Out ATM Cells;Out ATM Cells;NA;;NA;NA;NA;NA;NA;NA
613045;NA;NA;NA;NA;In Packets Errors;In Packets Errors;NA;;NA;NA;NA;NA;NA;NA
613046;NA;NA;NA;NA;In Cell Errors;In Cell Errors;NA;;NA;NA;NA;NA;NA;NA
613047;NA;NA;NA;NA;Reset Statistics;Reset Statistics;NA;;NA;NA;NA;NA;NA;NA
613048;NA;NA;NA;NA;IPv6 WAN Connection Details;Detalles de la conexión WAN IPv6;NA;;NA;NA;NA;NA;NA;NA
613049;NA;NA;NA;NA;IPv6 Global Addr;IPv6 Global Addr;NA;;NA;NA;NA;NA;NA;NA
613050;NA;NA;NA;NA;IPv6 Link Local Addr;IPv6 Link Local Addr;NA;;NA;NA;NA;NA;NA;NA
613051;NA;NA;NA;NA;IPv6 Default Gateway;IPv6 Default Gateway;NA;;NA;NA;NA;NA;NA;NA
613052;NA;NA;NA;NA;IPv6 DNS Servers;IPv6 DNS Servers;NA;;NA;NA;NA;NA;NA;NA
613053;NA;NA;NA;NA;Devices;Devices;NA;NA;NA;NA;NA;NA;NA;NA
613054;NA;NA;NA;NA;VF WiFi network EAP SSID;VF WiFi network EAP SSID;NA;NA;NA;NA;NA;NA;NA;NA
613055;NA;NA;NA;NA;VF WiFi network Open SSID;VF WiFi network Open SSID;NA;NA;NA;NA;NA;NA;NA;NA
613056;NA;NA;NA;NA;VF WiFi network;VF WiFi network;NA;NA;NA;NA;NA;NA;NA;NA
613057;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
614001;NA;NA;NA;NA;LAN Status;Estado LAN;NA;;NA;NA;NA;NA;NA;NA
614002;NA;NA;NA;NA;Device info ARP;Table ARP;NA;;NA;NA;NA;NA;NA;NA
614003;NA;NA;NA;NA;IP address;Dirección IP;NA;;NA;NA;NA;NA;NA;NA
614004;NA;NA;NA;NA;HW Type;Tipo HW;NA;;NA;NA;NA;NA;NA;NA
614005;NA;NA;NA;NA;Flags;Flags;NA;;NA;NA;NA;NA;NA;NA
614006;NA;NA;NA;NA;HW Address;Dirección MAC;NA;;NA;NA;NA;NA;NA;NA
614007;NA;NA;NA;NA;Device;Dispositivo;NA;;NA;NA;NA;NA;NA;NA
614008;NA;NA;NA;NA;Device info DHCP Leases;Tabla DHCP;NA;;NA;NA;NA;NA;NA;NA
614009;NA;NA;NA;NA;Host Name;HostName;NA;;NA;NA;NA;NA;NA;NA
614010;NA;NA;NA;NA;MAC Address;Dirección MAC;NA;;NA;NA;NA;NA;NA;NA
614011;NA;NA;NA;NA;IP address;Dirección IP;NA;;NA;NA;NA;NA;NA;NA
614012;NA;NA;NA;NA;Type;Tipo;NA;;NA;NA;NA;NA;NA;NA
614013;NA;NA;NA;NA;Status;Estado;NA;;NA;NA;NA;NA;NA;NA
614014;NA;NA;NA;NA;Expires in;Expira en;NA;;NA;NA;NA;NA;NA;NA
614015;NA;NA;NA;NA;LAN statistics;Estadísticas LAN;NA;;NA;NA;NA;ID 614015;LAN Network statistics;NA
614016;NA;NA;NA;NA;Interface;Interfaz;NA;;NA;NA;NA;ID 614016;Interface;NA
614017;NA;NA;NA;NA;IPv6 LAN Connection Details;Detalles de la conexión LAN IPv6;NA;;NA;NA;NA;NA;NA;NA
614018;NA;NA;NA;NA;IPv6 Global Addr;IPv6 Global Addr;NA;;NA;NA;NA;NA;NA;NA
614019;NA;NA;NA;NA;IPv6 Unique Local Addr;IPv6 Unique Local Addr;NA;;NA;NA;NA;NA;NA;NA
614020;NA;NA;NA;NA;IPv6 Link Local Addr;IPv6 Link Local Addr;NA;;NA;NA;NA;NA;NA;NA
614021;NA;NA;NA;NA;IPv6 DHCP Addr Pool;IPv6 DHCP Addr Pool;NA;;NA;NA;NA;NA;NA;NA
614022;NA;NA;NA;NA;IPv6 Default Gateway;IPv6 Default Gateway;NA;;NA;NA;NA;NA;NA;NA
614023;NA;NA;NA;NA;IPv6 DNS Servers;IPv6 DNS Servers;NA;;NA;NA;NA;NA;NA;NA
614024;NA;NA;NA;NA;IPv6 LAN statistics;IPv6. Estadísticas LAN;NA;;NA;NA;NA;NA;NA;NA
614025;NA;NA;NA;NA;Interface;Interface;NA;;NA;NA;NA;NA;NA;NA
614026;NA;NA;NA;NA;Rx Bytes;Rx Bytes;NA;;NA;NA;NA;NA;NA;NA
614027;NA;NA;NA;NA;pkts;pkts;NA;;NA;NA;NA;NA;NA;NA
614028;NA;NA;NA;NA;errors;errors;NA;;NA;NA;NA;NA;NA;NA
614029;NA;NA;NA;NA;drops;drops;NA;;NA;NA;NA;NA;NA;NA
614030;NA;NA;NA;NA;Rx Bytes;Rx Bytes;NA;;NA;NA;NA;NA;NA;NA
614031;NA;NA;NA;NA;pkts;pkts;NA;;NA;NA;NA;NA;NA;NA
614032;NA;NA;NA;NA;errors;errors;NA;;NA;NA;NA;NA;NA;NA
614033;NA;NA;NA;NA;drops;drops;NA;;NA;NA;NA;NA;NA;NA
614034;NA;NA;NA;NA;errors;errors;NA;;NA;NA;NA;NA;NA;NA
614035;NA;NA;NA;NA;Vodafone WiFi network devices;Conexiones Red Vodafone WiFi;NA;;NA;NA;NA;NA;NA;NA
614036;NA;NA;NA;NA;Host Name;Host Name;NA;;NA;NA;NA;NA;NA;NA
614037;NA;NA;NA;NA;Status;Estado;NA;;NA;NA;NA;NA;NA;NA
614038;NA;NA;NA;NA;Expires in;Expira en;NA;NA;NA;NA;NA;NA;NA;NA
614039;NA;NA;NA;NA;Inactive;Inactivo;NA;NA;NA;NA;NA;NA;NA;NA
614040;NA;NA;NA;NA;Active;Activo;NA;NA;NA;NA;NA;NA;NA;NA
615001;NA;NA;NA;NA;Routing;Routing;NA;;NA;NA;NA;NA;NA;NA
615002;NA;NA;NA;NA;Device Info Route;Información del Router;NA;;NA;NA;NA;NA;NA;NA
615003;NA;NA;NA;NA;Destination IP ;IP Destino;NA;;NA;NA;NA;NA;NA;NA
615004;NA;NA;NA;NA;Destination Subnet Mask;Máscara de subred;NA;;NA;NA;NA;NA;NA;NA
615005;NA;NA;NA;NA;Subnet Mask;Máscara de subred;NA;;NA;NA;NA;NA;NA;NA
615006;NA;NA;NA;NA;Metric;Métrica;NA;;NA;NA;NA;NA;NA;NA
615007;NA;NA;NA;NA;Policy;Política;NA;;NA;NA;NA;NA;NA;NA
615008;NA;NA;NA;NA;Gateway IP;Gateway IP;NA;;NA;NA;NA;NA;NA;NA
615009;NA;NA;NA;NA;Interface;Interfaz;NA;;NA;NA;NA;NA;NA;NA
615010;NA;NA;NA;NA;Source IP;IP de origen;NA;;NA;NA;NA;NA;NA;NA
615011;NA;NA;NA;NA;Source Subnet Mask;Máscara de subred de origen;NA;;NA;NA;NA;NA;NA;NA
615012;NA;NA;NA;NA;Status;Estado;NA;;NA;NA;NA;NA;NA;NA
615013;NA;NA;NA;NA;Type;Tipo;NA;;NA;NA;NA;NA;NA;NA
615014;NA;NA;NA;NA;Destination IP;Ip destino;;;NA;NA;NA;NA;NA;NA
615015;NA;NA;NA;NA;Metric;Métrica;;;NA;NA;NA;NA;NA;NA
615016;NA;NA;NA;NA;Gateway IP;Gateway IP;;;NA;NA;NA;NA;NA;NA
615017;NA;NA;NA;NA;Interface;interface;;;NA;NA;NA;NA;NA;NA
616001;NA;NA;NA;NA;VOIP Diagnostics;Diagnóstico VoIP;NA;;NA;NA;NA;NA;NA;NA
616002;NA;NA;NA;NA;Select Log Level;Seleccione el nivel de logs;NA;;NA;NA;NA;NA;NA;NA
616003;NA;NA;NA;NA;Low;Bajo;NA;;NA;NA;NA;NA;NA;NA
616004;NA;NA;NA;NA;High;Alto;NA;;NA;NA;NA;NA;NA;NA
616005;NA;NA;NA;NA;All Info;Toda la información;NA;;NA;NA;NA;NA;NA;NA
616006;NA;NA;NA;NA;History Info;Histórico;NA;;NA;NA;NA;NA;NA;NA
616007;NA;NA;NA;NA;Off;Apagado;NA;;NA;NA;NA;NA;NA;NA
616008;NA;NA;NA;NA;Mid;Mid;NA;;NA;NA;NA;NA;NA;NA
616009;NA;NA;NA;NA;Telephony Diagnose;Diagnóstico de servicio telefónico;NA;;NA;NA;NA;NA;NA;NA
616010;NA;NA;NA;NA;Ring on;Ring on;NA;;NA;NA;NA;NA;NA;NA
616011;NA;NA;NA;NA;Ring off;Ring off;NA;;NA;NA;NA;NA;NA;NA
617001;PLC Monitoring;;"Powerline adaptör
";NA;NA;NA;NA;;Powerline Adapter;Powerline Adapters;"Powerline adaptör
";Powerline Adapter;Powerline Adapters;Powerline Adapters
617002;If PLC devices have been recognized, you can find here the information collected;;Tanınan PLC cihazları varsa, burada bilgileri bulabilirsiniz.;NA;NA;NA;NA;;Auf dieser Seite sehen Sie die Liste, der in Ihr Heimnetzwerk aktiven Powerline Adapter (PLC) und deren Netzwerk-Informationen.;This page shows the list of Powerline Adapters (PLC) recognized in your home network and information on powerline network topology.;Bu sayfada Powerline adaptörü (PLC) ve ağ bilgi aktif listesini görebilirsiniz.;Auf dieser Seite sehen Sie die Liste, der in Ihr Heimnetzwerk aktiven Powerline Adapter (PLC) und deren Netzwerk-Informationen.;This page shows the list of Powerline Adapters (PLC) recognized in your home network and information on powerline network topology.;This page shows the list of Powerline Adapters (PLC) recognized in your home network and information on powerline network topology.
617003;Enable PLC Monitoring;;Powerline adaptör diyagnozu;NA;NA;NA;NA;;Powerline Adapter Diagnose;PLC Monitoring;Powerline adaptör diyagnozu;Powerline Adapter Diagnose;PLC Monitoring;PLC Monitoring
617004;Enable the PLC Monitoring functionality;;PLC Kontrol işlevi etkinleştirmek;NA;NA;NA;NA;;Anschalten der Powerline Adapter Diagnose;Enable the PLC Monitoring functionality;"
Powerline adaptör diyagnozunu açın
";Anschalten der Powerline Adapter Diagnose;Enable the PLC Monitoring functionality;Enable the PLC Monitoring functionality
617005;Privacy Setting;;Gizlilik ayarları;NA;NA;NA;NA;;Einstellungen Privatsphäre;Privacy Setting;Gizlilik ayarları;Einstellungen Privatsphäre;Privacy Setting;Privacy Setting
617006;When enabled, the privacy setting hide information about devices in the LAN that Vodafone Support can see.;;LAN cihazlar ayar hakkında gizlilik bilgi etkinleştirildiğinde Vodafone´dan destek görebilirsiniz.;NA;NA;NA;NA;;Bei Anschaltung der Privatsphäre werden die Informationen Ihres Powerline Adapters nicht an die Vodafone Kundenbetreuung zur Verfügung gestellt.;When enabled, the privacy setting hides information about local devices of your home network to the Vodafone Customer Support.;Bu gizlilik ayarı etkinleştirirseniz Vodafone müşteri hizmetleri Powerline bilgilerini alamaz.;Bei Anschaltung der Privatsphäre werden die Informationen Ihres Powerline Adapters nicht an die Vodafone Kundenbetreuung zur Verfügung gestellt.;When enabled, the privacy setting hides information about local devices of your home network to the Vodafone Customer Support.;When enabled, the privacy setting hides information about local devices of your home network to the Vodafone Customer Support.
617007;Enable Privacy setting;;Gizlilik ayarı etkinleştirin;NA;NA;NA;NA;;Anschalten der Privatsphäre für PLC;Enable Privacy setting;Gizlilik ayarı etkinleştirin;Anschalten der Privatsphäre für PLC;Enable Privacy setting;Enable Privacy setting
617008;Refresh;;Ağ bilgilerini güncelleyin;NA;NA;NA;NA;;Aktualisierung der Netzwerk-Informationen;Network Topology Refresh;Ağ bilgilerini güncelleyin;Aktualisierung der Netzwerk-Informationen;Network Topology Refresh;Network Topology Refresh
617009;"If the information do not seem to be accurate, you can request another scan via the ""Refresh button""";;Burada ağ bilgilerini güncellebilirsiniz.;NA;NA;NA;NA;;Wenn die Netzwerk-Informationen nicht aktuell sind, dann starten Sie eine Aktualisierung.;"If the network topology information do not seem to be accurate, start a new scanning via  ""Refresh"" button.";Burada ağ bilgilerini güncellebilirsiniz.;Wenn die Netzwerk-Informationen nicht aktuell sind, dann starten Sie eine Aktualisierung.;"If the network topology information do not seem to be accurate, start a new scanning via  ""Refresh"" button.";"If the network topology information do not seem to be accurate, start a new scanning via  ""Refresh"" button."
617010;Tel;;TEL;NA;NA;NA;NA;;Tel;Tel;TEL;Tel;Tel;Tel
617011;MAC;;MAC;NA;NA;NA;NA;;MAC;MAC;MAC;MAC;MAC;MAC
617012;Speed in MB/s(TX/RX);;Speed in MB/s(TX/RX);NA;NA;NA;NA;;Speed in MB/s(TX/RX);Speed in MB/s(TX/RX);Speed in MB/s(TX/RX);Speed in MB/s(TX/RX);Speed in MB/s(TX/RX);Speed in MB/s(TX/RX)
617013;Chipset;;Chipset;NA;NA;NA;NA;;Chipset;Chipset;Chipset;Chipset;Chipset;Chipset
617014;Firmware;;Firmware;NA;NA;NA;NA;;Firmware;Firmware;Firmware;Firmware;Firmware;Firmware
617015;Stations;;Stations;NA;NA;NA;NA;;Stations;Stations;Stations;Stations;Stations;Stations
617016;Refresh;;Yenile;;;;;;Aktualisierung;Refresh;Yenile;Aktualisierung;Refresh;Refresh
618001;Port Mirroring;;"Port Mirroring
";NA;Port Mirroring;Port mirroring;NA;;Port Mirroring;Port Mirroring;"Port Mirroring
";Port Mirroring;Port Mirroring;Port Mirroring
618002;NA;NA;NA;NA;With port mirroring you can dump all packetd of selected interface to LAN1 (Ex: -i ppp1);Con la funcionalidad de port mirroring puedes hacer un volcado de todos los paquetes de una interfaz al puerto LAN1 (Ej: -i ppp1);NA;;NA;NA;NA;NA;NA;NA
618003;NA;NA;NA;NA;Port Mirroring;Port mirroring;NA;;NA;NA;NA;NA;NA;NA
618004;NA;NA;NA;NA;Command;Comando;NA;;NA;NA;NA;NA;NA;NA
618005;NA;NA;NA;NA;Stop;Detener;NA;;NA;NA;NA;NA;NA;NA
618006;NA;NA;NA;NA;Start;Iniciar;NA;;NA;NA;NA;NA;NA;NA
618007;NA;NA;NA;NA;Warning;Advertencia;;;;;;;;
618008;NA;NA;NA;NA;Please don't forget to stop the capture.;No olvide detener la captura;;;;;;;;
619001;NA;NA;NA;NA;NA;NA;NA;NA;Vodafone TV;Vodafone TV;Vodafone TV;Vodafone TV;Vodafone TV;Vodafone TV
619002;NA;NA;NA;NA;NA;NA;NA;NA;Mit diesem Diagnoseprogramm können Sie den Status Ihrers Vodafone TV Produktes prüfen.;This page allows to verify the connection status of your Vodafone TV Services.;Bu sayfa Vodafone TV bağlantı durumunu diyagnoz eder.;Mit diesem Diagnoseprogramm können Sie den Status Ihrers Vodafone TV Produktes prüfen.;This page allows to verify the connection status of your Vodafone TV Services.;This page allows to verify the connection status of your Vodafone TV Services.
619003;NA;NA;NA;NA;VF WiFi network status;Estado Red Vodafone WiFi;NA;NA;NA;NA;NA;ID 619003;VF WiFi network status;NA
619004;NA;NA;NA;NA;Connected;Conectado;NA;NA;NA;NA;NA;ID 619004;Connected;NA
619005;NA;NA;NA;NA;NA;VF WiFi key status;NA;NA;NA;NA;NA;ID 619005;VF WiFi key status;NA
619006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ID 619006;OK;NA
619007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ID 619007;VF WiFi network devices;NA
619008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ID 619008;Host Name;NA
619009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ID 619009;Status;NA
619010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ID 619010;Expires in;NA
619011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ID 619011;VF WiFi network;NA
619012;NA;NA;NA;NA;aggregated;agregado;NA;NA;NA;NA;NA;NA;NA;NA
619013;NA;NA;NA;NA;SSID;SSID;NA;NA;NA;NA;NA;NA;NA;NA
619014;NA;NA;NA;NA;EAPSSID;EAPSSID;NA;NA;NA;NA;NA;NA;NA;NA
619015;NA;NA;NA;NA;VF WiFi status;Estado Red Vodafone WiFi;NA;NA;NA;NA;NA;NA;NA;NA
619016;NA;NA;NA;NA;Max BW;Max BW;NA;NA;NA;NA;NA;NA;NA;NA
619017;NA;NA;NA;NA;Minimum Sync Speed;Minimum Sync Speed;NA;NA;NA;NA;NA;NA;NA;NA
619018;NA;NA;NA;NA;On;On;NA;NA;NA;NA;NA;NA;NA;NA
