ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
502045;Phone calls, internet connections and LAN connections will be interrupted due to the upgrade. Please press apply if you want to continue.;Telefonverbindungen, Internetverbindungen und Netzwerkverbindungen werden während der Aktualisierung unterbrochen. Bitte klicken Sie auf Akzeptieren zum Fortfahren.;Telefon, internet ve ağ bağlantıları, Update sırasında kesilir. Devam etmek için Kabul tıklayınız.;Phone calls, internet connections and LAN connections will be interrupted due to the upgrade. Please press apply if you want to continue.;Phone calls, internet connections and LAN connections will be interrupted due to the upgrade. Please press apply if you want to continue.;Las llamadas telefónicas, conexiones a Internet y las conexiones de LAN serán interrumpidas debido a la actualización. Por favor, haga clic en Aplicar si desea continuar.;Phone calls, internet connections and LAN connections will be interrupted due to the upgrade. Please press apply if you want to continue.;;Telefonverbindungen, Internetverbindungen und Netzwerkverbindungen werden während der Aktualisierung unterbrochen. Bitte klicken Sie auf Bestätigen zum Fortfahren.;Phone calls, internet connections and LAN connections will be interrupted due to the firmware upgrade. Please press apply if you want to continue.;Telefon, internet ve ağ bağlantıları, Update sırasında kesilir. Devam etmek için Kabul tıklayınız.;Telefonverbindungen, Internetverbindungen und Netzwerkverbindungen werden während der Aktualisierung unterbrochen. Bitte klicken Sie auf Bestätigen zum Fortfahren.;Phone calls, internet connections and LAN connections will be interrupted due to the firmware upgrade. Please press apply if you want to continue.;Phone calls, internet connections and LAN connections will be interrupted due to the firmware upgrade. Please press apply if you want to continue.
502046;You can't do a firmware update during an ongoing phone call.;Sie können die Firmware-Aktualisierung nicht durchführen, während eine aktive Telefonverbindung besteht.;"Telefon görüşmesi 
sırasında Frmware güncelleme 
yapamazsınız.";You can't do a firmware update during an ongoing phone call.;You can't do a firmware update during an ongoing phone call.;No se puede hacer una actualización del firmware durante una llamada en curso.;You can't do a firmware update during an ongoing phone call.;;Sie können die Firmware-Aktualisierung nicht durchführen, während eine aktive Telefonverbindung besteht.;You can't do a firmware update during an ongoing phone call.;"Telefon görüşmesi 
sırasında Frmware güncelleme 
yapamazsınız.";Sie können die Firmware-Aktualisierung nicht durchführen, während eine aktive Telefonverbindung besteht.;You can't do a firmware update during an ongoing phone call.;You can't do a firmware update during an ongoing phone call.
502047;Firmware Upgrade failed;Firmware-Aktualisierung fehlgeschlagen;Firmware güncelleştirmek başarısız;Firmware Upgrade failed;Firmware Upgrade failed;La actualización del firmware ha fallado;Firmware Upgrade failed;;Firmware-Aktualisierung fehlgeschlagen;Firmware Upgrade failed;Firmware güncelleştirmek başarısız;Firmware-Aktualisierung fehlgeschlagen;Firmware Upgrade failed;Firmware Upgrade failed
502048;There could be a text explaining the failure.;;;There could be a text explaining the failure.;There could be a text explaining the failure.;Podría haber un texto explicando el fallo;There could be a text explaining the failure.;;Bitte prüfen Sie ob der USB-Stick eingesteckt ist und stellen Sie sicher die richtige Firmwareversion geladen zu haben.;Please check if the USB key is plugged in and make sure you have loaded the correct firmware version.;"USB-Stick´i takılı olup olmadığını ve doğru Firmware yüklediğinizi 
kontrol edin.
";Bitte prüfen Sie ob der USB-Stick eingesteckt ist und stellen Sie sicher die richtige Firmwareversion geladen zu haben.;Please check if the USB key is plugged in and make sure you have loaded the correct firmware version.;Please try it again at a later stage.
502049;Firmware update cannot start because the phone lines are busy.;Firmware-Aktualisierung nicht möglich, da die Telefonleitung belegt ist.;Telefon hattı meşgul olduğundan Firmware güncellemesi mümkün değildir.;Firmware update cannot start because the phone lines are busy.;Firmware update cannot start because the phone lines are busy.;La actualización de firmware no puede iniciarse porque las líneas telefónicas están ocupadas.;Firmware update cannot start because the phone lines are busy.;;Firmware-Aktualisierung nicht möglich, da die Telefonleitung belegt ist.;Firmware update cannot start because the phone lines are busy.;Telefon hattı meşgul olduğundan Firmware güncellemesi mümkün değildir.;Firmware-Aktualisierung nicht möglich, da die Telefonleitung belegt ist.;Firmware update cannot start because the phone lines are busy.;Firmware update cannot start because the phone lines are busy.
502050;Uploading Firmware File;Firmware-Datei hochladen;Firmware yükle;Uploading Firmware File;Uploading Firmware File;Descargando el Firmware;Uploading Firmware File;;Firmware-Datei hochladen;Uploading Firmware File;Firmware yükle;Firmware-Datei hochladen;Uploading Firmware File;Uploading Firmware File
502051;The firmware file is being uploaded to the EasyBox.;Die Firmware-Datei wird auf die EasyBox hochgeladen;Firmware EasyBox´unuza yükleniyor;The firmware file is being uploaded to the EasyBox.;The firmware file is being uploaded to the router.;El Firmware se está descargando en el router;The firmware file is being uploaded to the EasyBox.;;Die Firmware-Datei wird auf die EasyBox hochgeladen;The firmware file is being uploaded to the EasyBox.;Firmware EasyBox´unuza yükleniyor;Die Firmware-Datei wird auf die EasyBox hochgeladen;The firmware file is being uploaded to the EasyBox.;The firmware file is being uploaded to the PlusBox.
502052;NA;NA;NA;NA;The selected file is not a valid certificate.;El archivo seleccionado no es un certificado válido;NA;NA;NA;NA;NA;NA;NA;Enter your new PlusBox username
502053;NA;NA;NA;NA;Load Certificate;Cargar el certificado TR-069;NA;NA;NA;NA;NA;NA;NA;Current username
502054;NA;NA;NA;NA;Installing certificate;Instalando el certificado;NA;NA;NA;NA;NA;NA;NA;New username
502055;NA;NA;NA;NA;Failed to load certificate;Carga del certificado errónea;NA;NA;NA;NA;NA;NA;NA;Re-enter username
502056;NA;NA;NA;NA;There could be a text explaining the failure.;Podría haber un texto explicando el fallo;NA;NA;NA;NA;NA;NA;NA;NA
502057;NA;NA;NA;NA;Certificate loaded successfully;Certificado cargado correctamente;NA;NA;NA;NA;NA;NA;NA;NA
502058;NA;NA;NA;NA;TR-069 Certification;Certificacion TR-069;NA;NA;NA;NA;NA;NA;NA;NA
502059;NA;NA;NA;NA;Load TR-069 Certification;Cargar el certificado TR-069;NA;NA;NA;NA;NA;NA;NA;NA
502060;NA;NA;NA;NA;Certification File;Certificado;NA;NA;NA;NA;NA;NA;NA;NA
503001;USB;USB ;USB ;USB;USB;USB;USB;;USB ;USB;USB ;USB ;USB;USB
503002;The EasyBox allows USB devices such as USB sticks, Hard Disk Drives, UMTS sticks or printers, to be shared over your network or internet. Mass storage devices with the following file systems are supported: FAT16, FAT32 and NTFS. <br><br>Below you find an overview of the currently attached USB devices.;Sie können verschiedene USB-Geräte wie USB-Sticks, USB Massenspeicher, UMTS-Sticks oder Drucker direkt an die EasyBox anschließen und gemeinsam in Ihrem Netzwerk nutzen. Bei Massenspeichern werden alle üblichen Dateisysteme (FAT16, FAT32, NTFS) unterstützt.<br><br>Unten sehen Sie im Überblick die angeschlossenen Geräte.;Örneğin USB-Flash, USB-Disk, 3G-Stick veya yazıcı gibi USB cihazları doğrudan EasyBox cihazına bağlayabilir ve ağınızda ortaklaşa kullanabilirsiniz. Toplu hafızalama aygıtlarında tüm yaygın dosya sistemleri (FAT12, FAT16, FAT32, NTFS) desteklenir.<br><br>Aşağıda bağlı olan cihazlar gösterilmiştir.;The EasyBox allows USB devices such as USB sticks, Hard Disk Drives, UMTS sticks or printers, to be shared over your network or internet. Mass storage devices with the following file systems are supported: FAT16, FAT32 and NTFS. <br><br>Below you find an overview of the currently attached USB devices.;The router allows USB devices such as USB sticks, Hard Disk Drives, UMTS sticks or printers, to be shared over your network or internet. Mass storage devices with the following file systems are supported: FAT16, FAT32 and NTFS. <br><br>Below you find an overview of the currently attached USB devices.;El router permite a los dispositivos USB, como memorias USB, discos duros, módems 3G o impresoras, ser compartidos a través de la red o Internet. Se soportan dispositivos de almacenamiento masivo con los siguientes sistemas de archivos: FAT16, FAT32 y NTFS. <br> A continuación encontrará un resumen de los dispositivos USB conectados actualmente.;The EasyBox allows USB devices such as USB sticks, Hard Disk Drives, UMTS sticks or printers, to be shared over your network or internet. Mass storage devices with the following file systems are supported: FAT16, FAT32 and NTFS. <br><br>Below you find an overview of the currently attached USB devices.;;Sie können verschiedene USB-Geräte wie USB-Sticks, USB Massenspeicher, UMTS-Sticks oder Drucker direkt an die EasyBox anschließen und gemeinsam in Ihrem Netzwerk nutzen. Bei Massenspeichern werden alle üblichen Dateisysteme (FAT16, FAT32, NTFS) unterstützt.<br><br>Unten sehen Sie im Überblick die angeschlossenen Geräte.;The EasyBox allows USB devices such as USB sticks, Hard Disk Drives, UMTS sticks or printers, to be shared over your network or internet. Mass storage devices with the following file systems are supported: FAT16, FAT32 and NTFS. <br><br>Below you find an overview of the currently attached USB devices.;Örneğin USB-Flash, USB-Disk, 3G-Stick veya yazıcı gibi USB cihazları doğrudan EasyBox cihazına bağlayabilir ve ağınızda ortaklaşa kullanabilirsiniz. Toplu hafızalama aygıtlarında tüm yaygın dosya sistemleri (FAT12, FAT16, FAT32, NTFS) desteklenir.<br><br>Aşağıda bağlı olan cihazlar gösterilmiştir.;Sie können verschiedene USB-Geräte wie USB-Sticks, USB Massenspeicher, UMTS-Sticks oder Drucker direkt an die EasyBox anschließen und gemeinsam in Ihrem Netzwerk nutzen. Bei Massenspeichern werden alle üblichen Dateisysteme (FAT16, FAT32, NTFS) unterstützt.<br><br>Unten sehen Sie im Überblick die angeschlossenen Geräte.;The EasyBox allows USB devices such as USB sticks, Hard Disk Drives, UMTS sticks or printers, to be shared over your network or internet. Mass storage devices with the following file systems are supported: FAT16, FAT32 and NTFS. <br><br>Below you find an overview of the currently attached USB devices.;The PlusBox allows USB devices such as USB sticks, Hard Disk Drives, UMTS sticks or printers, to be shared over your network or internet. Mass storage devices with the following file systems are supported: FAT16, FAT32 and NTFS. <br><br>Below you find an overview of the currently attached USB devices.
503003;Attached USB Devices;Angeschlossene USB-Geräte;Bağlı olan USB cihazları;Attached USB Devices;Attached USB Devices;Dispositivos USB conectados;Attached USB Devices;;Angeschlossene USB-Geräte;Attached USB Devices;Bağlı olan USB cihazları;Angeschlossene USB-Geräte;Attached USB Devices;Attached USB Devices
503004;No devices are plugged in.;Keine Geräte eingesteckt;Cihaz takılı değil;No devices are plugged in.;No devices are plugged in.;No hay ningún dispositivo conectado;No devices are plugged in.;;Keine Geräte eingesteckt;No devices are plugged in.;Cihaz takılı değil;Keine Geräte eingesteckt;No devices are plugged in.;No devices are plugged in.
